attack,defense,hp,image_urls,images,name,number,sp_atk,sp_def,speed,total,types
60,60,60,https://img.pokemondb.net/artwork/mismagius.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mismagius.jpg', 'path': '429_mismagius.jpg', 'checksum': '7968e3025c0b1a9b0fb10344b18f88d7', 'status': 'downloaded'}]",mismagius,429,105,105,105,495,Ghost
125,52,100,https://img.pokemondb.net/artwork/honchkrow.jpg,"[{'url': 'https://img.pokemondb.net/artwork/honchkrow.jpg', 'path': '430_honchkrow.jpg', 'checksum': '6374fab2ef0acf063fee3990e208bcc5', 'status': 'downloaded'}]",honchkrow,430,105,105,71,558,"Dark,Flying"
55,42,49,https://img.pokemondb.net/artwork/glameow.jpg,"[{'url': 'https://img.pokemondb.net/artwork/glameow.jpg', 'path': '431_glameow.jpg', 'checksum': 'da166c6c4ee89b80ffe19a6b2cd24c49', 'status': 'downloaded'}]",glameow,431,42,42,85,315,Normal
82,64,71,https://img.pokemondb.net/artwork/purugly.jpg,"[{'url': 'https://img.pokemondb.net/artwork/purugly.jpg', 'path': '432_purugly.jpg', 'checksum': '081076d17f98bfd3f82edfdcc0d1b670', 'status': 'downloaded'}]",purugly,432,64,64,112,457,Normal
30,50,45,https://img.pokemondb.net/artwork/chingling.jpg,"[{'url': 'https://img.pokemondb.net/artwork/chingling.jpg', 'path': '433_chingling.jpg', 'checksum': 'd6ad2516c53bb1d794d0a9dbbf433848', 'status': 'downloaded'}]",chingling,433,65,65,45,300,Psychic
63,47,63,https://img.pokemondb.net/artwork/stunky.jpg,"[{'url': 'https://img.pokemondb.net/artwork/stunky.jpg', 'path': '434_stunky.jpg', 'checksum': '0d96871a16f610bdcbe1660a2f971606', 'status': 'downloaded'}]",stunky,434,41,41,74,329,"Poison,Dark"
93,67,103,https://img.pokemondb.net/artwork/skuntank.jpg,"[{'url': 'https://img.pokemondb.net/artwork/skuntank.jpg', 'path': '435_skuntank.jpg', 'checksum': 'fc5def228515f80862281315800420ba', 'status': 'downloaded'}]",skuntank,435,71,71,84,489,"Poison,Dark"
24,86,57,https://img.pokemondb.net/artwork/bronzor.jpg,"[{'url': 'https://img.pokemondb.net/artwork/bronzor.jpg', 'path': '436_bronzor.jpg', 'checksum': '8e8b04422350dedaae70e3fc4effd79c', 'status': 'downloaded'}]",bronzor,436,24,24,23,238,"Steel,Psychic"
89,116,67,https://img.pokemondb.net/artwork/bronzong.jpg,"[{'url': 'https://img.pokemondb.net/artwork/bronzong.jpg', 'path': '437_bronzong.jpg', 'checksum': 'bd6fa83a035f8f49f3d3597a86e1c0c1', 'status': 'downloaded'}]",bronzong,437,79,79,33,463,"Steel,Psychic"
80,95,50,https://img.pokemondb.net/artwork/bonsly.jpg,"[{'url': 'https://img.pokemondb.net/artwork/bonsly.jpg', 'path': '438_bonsly.jpg', 'checksum': 'ba3f18791b2cbb05f27d40daf0bb97ce', 'status': 'downloaded'}]",bonsly,438,10,10,10,255,Rock
25,45,20,https://img.pokemondb.net/artwork/mime-jr.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mime-jr.jpg', 'path': '439_mime-jr.jpg', 'checksum': '24dfbfc5a83274d39b2096ec8881609c', 'status': 'downloaded'}]",mime-jr,439,70,70,60,290,"Psychic,Fairy"
5,5,100,https://img.pokemondb.net/artwork/happiny.jpg,"[{'url': 'https://img.pokemondb.net/artwork/happiny.jpg', 'path': '440_happiny.jpg', 'checksum': '62639047a1a621138c94364c48f7a7d1', 'status': 'downloaded'}]",happiny,440,15,15,30,170,Normal
65,45,76,https://img.pokemondb.net/artwork/chatot.jpg,"[{'url': 'https://img.pokemondb.net/artwork/chatot.jpg', 'path': '441_chatot.jpg', 'checksum': 'ef8c285b7fde9476f7786664ae6002c3', 'status': 'downloaded'}]",chatot,441,92,92,91,461,"Normal,Flying"
92,108,50,https://img.pokemondb.net/artwork/spiritomb.jpg,"[{'url': 'https://img.pokemondb.net/artwork/spiritomb.jpg', 'path': '442_spiritomb.jpg', 'checksum': 'a610c8c2485e0622d63432dd33048be6', 'status': 'downloaded'}]",spiritomb,442,92,92,35,469,"Ghost,Dark"
70,45,58,https://img.pokemondb.net/artwork/gible.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gible.jpg', 'path': '443_gible.jpg', 'checksum': '01f6f1d25f21c6264ab45f153a50e14a', 'status': 'downloaded'}]",gible,443,40,40,42,295,"Dragon,Ground"
90,65,68,https://img.pokemondb.net/artwork/gabite.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gabite.jpg', 'path': '444_gabite.jpg', 'checksum': '94e1a72448236f8159e83b73293cbea4', 'status': 'downloaded'}]",gabite,444,50,50,82,405,"Dragon,Ground"
130,95,108,"https://img.pokemondb.net/artwork/garchomp.jpg,https://img.pokemondb.net/artwork/garchomp-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/garchomp.jpg', 'path': '445_garchomp.jpg', 'checksum': '87936a87ca31c0b54a0c21a96dd7a6c6', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/garchomp-mega.jpg', 'path': '445_garchomp.jpg', 'checksum': '22bd3314427c9af17aa5e139abdfa7eb', 'status': 'downloaded'}]",garchomp,445,80,80,102,595,"Dragon,Ground"
85,40,135,https://img.pokemondb.net/artwork/munchlax.jpg,"[{'url': 'https://img.pokemondb.net/artwork/munchlax.jpg', 'path': '446_munchlax.jpg', 'checksum': '32751ef8cd104d6c03a4d0ff1a8e6220', 'status': 'downloaded'}]",munchlax,446,40,40,5,345,Normal
70,40,40,https://img.pokemondb.net/artwork/riolu.jpg,"[{'url': 'https://img.pokemondb.net/artwork/riolu.jpg', 'path': '447_riolu.jpg', 'checksum': 'eb5e644c19665f983564c6a615caf7cd', 'status': 'downloaded'}]",riolu,447,35,35,60,280,Fighting
110,70,70,"https://img.pokemondb.net/artwork/lucario.jpg,https://img.pokemondb.net/artwork/lucario-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/lucario.jpg', 'path': '448_lucario.jpg', 'checksum': 'a66fbdf952df61709690d38f70da7dff', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/lucario-mega.jpg', 'path': '448_lucario.jpg', 'checksum': '515de5d353e7b371674d9acd8d597919', 'status': 'downloaded'}]",lucario,448,115,115,90,570,"Fighting,Steel"
72,78,68,https://img.pokemondb.net/artwork/hippopotas.jpg,"[{'url': 'https://img.pokemondb.net/artwork/hippopotas.jpg', 'path': '449_hippopotas.jpg', 'checksum': '1bb2f7eeeb0ed33ac0a23f05b885a7e9', 'status': 'downloaded'}]",hippopotas,449,38,38,32,326,Ground
112,118,108,https://img.pokemondb.net/artwork/hippowdon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/hippowdon.jpg', 'path': '450_hippowdon.jpg', 'checksum': '8689722ca8dc7d4ba9f4bac1499f3344', 'status': 'downloaded'}]",hippowdon,450,68,68,47,521,Ground
50,90,40,https://img.pokemondb.net/artwork/skorupi.jpg,"[{'url': 'https://img.pokemondb.net/artwork/skorupi.jpg', 'path': '451_skorupi.jpg', 'checksum': '21f6a7fbeb8821d289b14486beffe1b8', 'status': 'downloaded'}]",skorupi,451,30,30,65,305,"Poison,Bug"
90,110,70,https://img.pokemondb.net/artwork/drapion.jpg,"[{'url': 'https://img.pokemondb.net/artwork/drapion.jpg', 'path': '452_drapion.jpg', 'checksum': '0e6f878d259c4c50955599e634324747', 'status': 'downloaded'}]",drapion,452,60,60,95,485,"Poison,Dark"
61,40,48,https://img.pokemondb.net/artwork/croagunk.jpg,"[{'url': 'https://img.pokemondb.net/artwork/croagunk.jpg', 'path': '453_croagunk.jpg', 'checksum': 'd963cf3c8592628bf5bb0eff7b95b592', 'status': 'downloaded'}]",croagunk,453,61,61,50,321,"Poison,Fighting"
106,65,83,https://img.pokemondb.net/artwork/toxicroak.jpg,"[{'url': 'https://img.pokemondb.net/artwork/toxicroak.jpg', 'path': '454_toxicroak.jpg', 'checksum': '9278ae0d877fe5e756c8fc2d02a8c79e', 'status': 'downloaded'}]",toxicroak,454,86,86,85,511,"Poison,Fighting"
100,72,74,https://img.pokemondb.net/artwork/carnivine.jpg,"[{'url': 'https://img.pokemondb.net/artwork/carnivine.jpg', 'path': '455_carnivine.jpg', 'checksum': '0423cac71b3ca1580626a37441200111', 'status': 'downloaded'}]",carnivine,455,90,90,46,472,Grass
49,56,49,https://img.pokemondb.net/artwork/finneon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/finneon.jpg', 'path': '456_finneon.jpg', 'checksum': '8ca96389e6cd0a6b1d2346090c8d9d4f', 'status': 'downloaded'}]",finneon,456,49,49,66,318,Water
69,76,69,https://img.pokemondb.net/artwork/lumineon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/lumineon.jpg', 'path': '457_lumineon.jpg', 'checksum': '09f197ef6a75048d26e734886d66ed7d', 'status': 'downloaded'}]",lumineon,457,69,69,91,443,Water
20,50,45,https://img.pokemondb.net/artwork/mantyke.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mantyke.jpg', 'path': '458_mantyke.jpg', 'checksum': '6e0fbd756034eb427cdff6bc51f3d3dd', 'status': 'downloaded'}]",mantyke,458,60,60,50,285,"Water,Flying"
62,50,60,https://img.pokemondb.net/artwork/snover.jpg,"[{'url': 'https://img.pokemondb.net/artwork/snover.jpg', 'path': '459_snover.jpg', 'checksum': 'd8de4060a15c17100c138ae9708b139f', 'status': 'downloaded'}]",snover,459,62,62,40,336,"Grass,Ice"
92,75,90,"https://img.pokemondb.net/artwork/abomasnow.jpg,https://img.pokemondb.net/artwork/abomasnow-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/abomasnow.jpg', 'path': '460_abomasnow.jpg', 'checksum': '6a9f1f4dbf08e4213816459077e3989e', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/abomasnow-mega.jpg', 'path': '460_abomasnow.jpg', 'checksum': '38314840ddad5b0bd1bbd993b5e06493', 'status': 'downloaded'}]",abomasnow,460,92,92,60,501,"Grass,Ice"
120,65,70,https://img.pokemondb.net/artwork/weavile.jpg,"[{'url': 'https://img.pokemondb.net/artwork/weavile.jpg', 'path': '461_weavile.jpg', 'checksum': 'f3b1d810e76d30b9c3cb63313aa6a98d', 'status': 'downloaded'}]",weavile,461,45,45,125,470,"Dark,Ice"
70,115,70,https://img.pokemondb.net/artwork/magnezone.jpg,"[{'url': 'https://img.pokemondb.net/artwork/magnezone.jpg', 'path': '462_magnezone.jpg', 'checksum': 'ef04998b1f99e9b4f63f2aa9238d03ce', 'status': 'downloaded'}]",magnezone,462,130,130,60,575,"Electric,Steel"
85,95,110,https://img.pokemondb.net/artwork/lickilicky.jpg,"[{'url': 'https://img.pokemondb.net/artwork/lickilicky.jpg', 'path': '463_lickilicky.jpg', 'checksum': 'beec5d90cebfe6fb972f8a9857925a9b', 'status': 'downloaded'}]",lickilicky,463,80,80,50,500,Normal
140,130,115,https://img.pokemondb.net/artwork/rhyperior.jpg,"[{'url': 'https://img.pokemondb.net/artwork/rhyperior.jpg', 'path': '464_rhyperior.jpg', 'checksum': '7db17e54a260b0c36cd95bea5b011080', 'status': 'downloaded'}]",rhyperior,464,55,55,40,535,"Ground,Rock"
100,125,100,https://img.pokemondb.net/artwork/tangrowth.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tangrowth.jpg', 'path': '465_tangrowth.jpg', 'checksum': '248aec1283a6e3c4e7f13b9b0d1aee5c', 'status': 'downloaded'}]",tangrowth,465,110,110,50,595,Grass
123,67,75,https://img.pokemondb.net/artwork/electivire.jpg,"[{'url': 'https://img.pokemondb.net/artwork/electivire.jpg', 'path': '466_electivire.jpg', 'checksum': 'bf07e8268cedea7be8fc8817f1700934', 'status': 'downloaded'}]",electivire,466,95,95,95,550,Electric
95,67,75,https://img.pokemondb.net/artwork/magmortar.jpg,"[{'url': 'https://img.pokemondb.net/artwork/magmortar.jpg', 'path': '467_magmortar.jpg', 'checksum': 'bb836c59640339b3216792c1bd1a7169', 'status': 'downloaded'}]",magmortar,467,125,125,83,570,Fire
50,95,85,https://img.pokemondb.net/artwork/togekiss.jpg,"[{'url': 'https://img.pokemondb.net/artwork/togekiss.jpg', 'path': '468_togekiss.jpg', 'checksum': '3104bcac0c468d58e6b3aba84aebc38f', 'status': 'downloaded'}]",togekiss,468,120,120,80,550,"Fairy,Flying"
76,86,86,https://img.pokemondb.net/artwork/yanmega.jpg,"[{'url': 'https://img.pokemondb.net/artwork/yanmega.jpg', 'path': '469_yanmega.jpg', 'checksum': '7f65d197e26ecdacef2782e61cc9765b', 'status': 'downloaded'}]",yanmega,469,116,116,95,575,"Bug,Flying"
110,130,65,https://img.pokemondb.net/artwork/leafeon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/leafeon.jpg', 'path': '470_leafeon.jpg', 'checksum': 'b5eea4181081013bc17071cfab081141', 'status': 'downloaded'}]",leafeon,470,60,60,95,520,Grass
60,110,65,https://img.pokemondb.net/artwork/glaceon.jpg,"[{'url': 'https://img.pokemondb.net/artwork/glaceon.jpg', 'path': '471_glaceon.jpg', 'checksum': '61e716784d6bb7ff7e719f5cc90113c0', 'status': 'downloaded'}]",glaceon,471,130,130,65,560,Ice
95,125,75,https://img.pokemondb.net/artwork/gliscor.jpg,"[{'url': 'https://img.pokemondb.net/artwork/gliscor.jpg', 'path': '472_gliscor.jpg', 'checksum': '22c0a65c1a28ef5eafc6350629ecb67a', 'status': 'downloaded'}]",gliscor,472,45,45,95,480,"Ground,Flying"
130,80,110,https://img.pokemondb.net/artwork/mamoswine.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mamoswine.jpg', 'path': '473_mamoswine.jpg', 'checksum': 'edf2f5570ba79239f82ea56370137fab', 'status': 'downloaded'}]",mamoswine,473,70,70,80,540,"Ice,Ground"
80,70,85,https://img.pokemondb.net/artwork/porygon-z.jpg,"[{'url': 'https://img.pokemondb.net/artwork/porygon-z.jpg', 'path': '474_porygon-z.jpg', 'checksum': 'd988e7e62afd2bc35e3a87eed05fbad0', 'status': 'downloaded'}]",porygon-z,474,135,135,90,595,Normal
125,65,68,"https://img.pokemondb.net/artwork/gallade.jpg,https://img.pokemondb.net/artwork/gallade-mega.jpg","[{'url': 'https://img.pokemondb.net/artwork/gallade.jpg', 'path': '475_gallade.jpg', 'checksum': 'ea05e8011964ab7b41e8e6856906f191', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/gallade-mega.jpg', 'path': '475_gallade.jpg', 'checksum': 'ce45b9dccb32a71746584046864780aa', 'status': 'downloaded'}]",gallade,475,65,65,80,468,"Psychic,Fighting"
55,145,60,https://img.pokemondb.net/artwork/probopass.jpg,"[{'url': 'https://img.pokemondb.net/artwork/probopass.jpg', 'path': '476_probopass.jpg', 'checksum': 'a359b9dcb306b5657521250ce9d152e9', 'status': 'downloaded'}]",probopass,476,75,75,40,450,"Rock,Steel"
100,135,45,https://img.pokemondb.net/artwork/dusknoir.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dusknoir.jpg', 'path': '477_dusknoir.jpg', 'checksum': '7578578690f1058893baf4e2559901bc', 'status': 'downloaded'}]",dusknoir,477,65,65,45,455,Ghost
80,70,70,https://img.pokemondb.net/artwork/froslass.jpg,"[{'url': 'https://img.pokemondb.net/artwork/froslass.jpg', 'path': '478_froslass.jpg', 'checksum': 'd63b32cf1785c1824ec64129dba0b3a2', 'status': 'downloaded'}]",froslass,478,80,80,110,490,"Ice,Ghost"
50,77,50,"https://img.pokemondb.net/artwork/rotom.jpg,https://img.pokemondb.net/artwork/rotom-heat.jpg,https://img.pokemondb.net/artwork/rotom-wash.jpg,https://img.pokemondb.net/artwork/rotom-frost.jpg,https://img.pokemondb.net/artwork/rotom-fan.jpg,https://img.pokemondb.net/artwork/rotom-mow.jpg","[{'url': 'https://img.pokemondb.net/artwork/rotom.jpg', 'path': '479_rotom.jpg', 'checksum': '05b7cacd92d7b1343d61e1d48012e260', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/rotom-heat.jpg', 'path': '479_rotom.jpg', 'checksum': '2a44f46a8dd2a87994b1d4322562f228', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/rotom-wash.jpg', 'path': '479_rotom.jpg', 'checksum': '6daaa98c4f5f89a228970e79812ec99f', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/rotom-frost.jpg', 'path': '479_rotom.jpg', 'checksum': '2be370d848de6ff33ef79bc5b5bf9488', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/rotom-fan.jpg', 'path': '479_rotom.jpg', 'checksum': 'f4ad77e60d47b684b5d1559c08203520', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/rotom-mow.jpg', 'path': '479_rotom.jpg', 'checksum': '77cdb2389872ccbc1b5b9c9fa63b9e43', 'status': 'downloaded'}]",rotom,479,95,95,91,458,"Electric,Ghost"
75,130,75,https://img.pokemondb.net/artwork/uxie.jpg,"[{'url': 'https://img.pokemondb.net/artwork/uxie.jpg', 'path': '480_uxie.jpg', 'checksum': '5502f792f29e5516af0f174eb0423f33', 'status': 'downloaded'}]",uxie,480,75,75,95,525,Psychic
105,105,80,https://img.pokemondb.net/artwork/mesprit.jpg,"[{'url': 'https://img.pokemondb.net/artwork/mesprit.jpg', 'path': '481_mesprit.jpg', 'checksum': '3f4a17ab6d4ae0717e03345ae675cdb3', 'status': 'downloaded'}]",mesprit,481,105,105,80,580,Psychic
125,70,75,https://img.pokemondb.net/artwork/azelf.jpg,"[{'url': 'https://img.pokemondb.net/artwork/azelf.jpg', 'path': '482_azelf.jpg', 'checksum': '3bfc94d04a017b63b012f6bef3d7d668', 'status': 'downloaded'}]",azelf,482,125,125,115,635,Psychic
120,120,100,"https://img.pokemondb.net/artwork/dialga.jpg,https://img.pokemondb.net/artwork/dialga-origin.jpg","[{'url': 'https://img.pokemondb.net/artwork/dialga.jpg', 'path': '483_dialga.jpg', 'checksum': 'e75e65528096597c38045f7f3b3a9bca', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/dialga-origin.jpg', 'path': '483_dialga.jpg', 'checksum': 'dc1b4273c1e8f0c4740cf458e006a3ac', 'status': 'downloaded'}]",dialga,483,150,150,90,730,"Steel,Dragon"
120,100,90,"https://img.pokemondb.net/artwork/palkia.jpg,https://img.pokemondb.net/artwork/palkia-origin.jpg","[{'url': 'https://img.pokemondb.net/artwork/palkia.jpg', 'path': '484_palkia.jpg', 'checksum': '71716f0c6a8c8571ffab1f7addb8d123', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/palkia-origin.jpg', 'path': '484_palkia.jpg', 'checksum': 'd6536cf2da16b620790f751b694f04aa', 'status': 'downloaded'}]",palkia,484,150,150,100,710,"Water,Dragon"
90,106,91,https://img.pokemondb.net/artwork/heatran.jpg,"[{'url': 'https://img.pokemondb.net/artwork/heatran.jpg', 'path': '485_heatran.jpg', 'checksum': '521374eaf0889ea9824c2405f8e2e597', 'status': 'downloaded'}]",heatran,485,130,130,77,624,"Fire,Steel"
160,110,110,https://img.pokemondb.net/artwork/regigigas.jpg,"[{'url': 'https://img.pokemondb.net/artwork/regigigas.jpg', 'path': '486_regigigas.jpg', 'checksum': '0bb760d72cfc5716f5ac073c3363c662', 'status': 'downloaded'}]",regigigas,486,80,80,100,640,Normal
100,120,150,"https://img.pokemondb.net/artwork/giratina-altered.jpg,https://img.pokemondb.net/artwork/giratina-origin.jpg","[{'url': 'https://img.pokemondb.net/artwork/giratina-altered.jpg', 'path': '487_giratina.jpg', 'checksum': 'fd71dbbb7dd659219f7961359d6c23a0', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/giratina-origin.jpg', 'path': '487_giratina.jpg', 'checksum': '5f2c925a9ac109c49b20bb378c1f6e33', 'status': 'downloaded'}]",giratina,487,100,100,90,660,"Ghost,Dragon"
70,120,120,https://img.pokemondb.net/artwork/cresselia.jpg,"[{'url': 'https://img.pokemondb.net/artwork/cresselia.jpg', 'path': '488_cresselia.jpg', 'checksum': '706c7b755a28c6986c6b85530aca77b6', 'status': 'downloaded'}]",cresselia,488,75,75,85,545,Psychic
80,80,80,https://img.pokemondb.net/artwork/phione.jpg,"[{'url': 'https://img.pokemondb.net/artwork/phione.jpg', 'path': '489_phione.jpg', 'checksum': 'b44a238dd69807a57c1a0fbcee1e0ad0', 'status': 'downloaded'}]",phione,489,80,80,80,480,Water
100,100,100,https://img.pokemondb.net/artwork/manaphy.jpg,"[{'url': 'https://img.pokemondb.net/artwork/manaphy.jpg', 'path': '490_manaphy.jpg', 'checksum': '348b4557ba656cc127de81d1a7e41192', 'status': 'downloaded'}]",manaphy,490,100,100,100,600,Water
90,90,70,https://img.pokemondb.net/artwork/darkrai.jpg,"[{'url': 'https://img.pokemondb.net/artwork/darkrai.jpg', 'path': '491_darkrai.jpg', 'checksum': '700dc3fb2a27e4998efa8076a4dbce37', 'status': 'downloaded'}]",darkrai,491,135,135,125,645,Dark
100,100,100,"https://img.pokemondb.net/artwork/shaymin-land.jpg,https://img.pokemondb.net/artwork/shaymin-sky.jpg","[{'url': 'https://img.pokemondb.net/artwork/shaymin-land.jpg', 'path': '492_shaymin.jpg', 'checksum': '378cb6bcb55ff1713305c573a77175ff', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/shaymin-sky.jpg', 'path': '492_shaymin.jpg', 'checksum': 'ad9dcd064742ee216ce910b95567a5a5', 'status': 'downloaded'}]",shaymin,492,100,100,100,600,"Grass,Grass"
120,120,120,https://img.pokemondb.net/artwork/arceus.jpg,"[{'url': 'https://img.pokemondb.net/artwork/arceus.jpg', 'path': '493_arceus.jpg', 'checksum': '3f3e056b5c960da55b23e957f016b757', 'status': 'downloaded'}]",arceus,493,120,120,120,720,Normal
100,100,100,https://img.pokemondb.net/artwork/victini.jpg,"[{'url': 'https://img.pokemondb.net/artwork/victini.jpg', 'path': '494_victini.jpg', 'checksum': 'b47a52cdbb61640e00f8e0755b5a8639', 'status': 'downloaded'}]",victini,494,100,100,100,600,"Psychic,Fire"
45,55,45,https://img.pokemondb.net/artwork/snivy.jpg,"[{'url': 'https://img.pokemondb.net/artwork/snivy.jpg', 'path': '495_snivy.jpg', 'checksum': 'a8a24f09e312805778c4a1ab60571fdc', 'status': 'downloaded'}]",snivy,495,45,45,63,298,Grass
60,75,60,https://img.pokemondb.net/artwork/servine.jpg,"[{'url': 'https://img.pokemondb.net/artwork/servine.jpg', 'path': '496_servine.jpg', 'checksum': '9307c4803fd5e2cdf17f01c9d227ddff', 'status': 'downloaded'}]",servine,496,60,60,83,398,Grass
75,95,75,https://img.pokemondb.net/artwork/serperior.jpg,"[{'url': 'https://img.pokemondb.net/artwork/serperior.jpg', 'path': '497_serperior.jpg', 'checksum': 'feea1cea41f26c4aba7a0f7bbe3c93bf', 'status': 'downloaded'}]",serperior,497,75,75,113,508,Grass
63,45,65,https://img.pokemondb.net/artwork/tepig.jpg,"[{'url': 'https://img.pokemondb.net/artwork/tepig.jpg', 'path': '498_tepig.jpg', 'checksum': '9e663744fbacc7cbecc14cbb1335d8a2', 'status': 'downloaded'}]",tepig,498,45,45,45,308,Fire
93,55,90,https://img.pokemondb.net/artwork/pignite.jpg,"[{'url': 'https://img.pokemondb.net/artwork/pignite.jpg', 'path': '499_pignite.jpg', 'checksum': '2dddeab6f434b143a6a5f032b008f770', 'status': 'downloaded'}]",pignite,499,70,70,55,433,"Fire,Fighting"
123,65,110,https://img.pokemondb.net/artwork/emboar.jpg,"[{'url': 'https://img.pokemondb.net/artwork/emboar.jpg', 'path': '500_emboar.jpg', 'checksum': '5596c9410e1c956fa599b6cedcf4f20a', 'status': 'downloaded'}]",emboar,500,100,100,65,563,"Fire,Fighting"
55,45,55,https://img.pokemondb.net/artwork/oshawott.jpg,"[{'url': 'https://img.pokemondb.net/artwork/oshawott.jpg', 'path': '501_oshawott.jpg', 'checksum': '8fcccc377d59d444f6d1c30236bad164', 'status': 'downloaded'}]",oshawott,501,63,63,45,326,Water
75,60,75,https://img.pokemondb.net/artwork/dewott.jpg,"[{'url': 'https://img.pokemondb.net/artwork/dewott.jpg', 'path': '502_dewott.jpg', 'checksum': '22b0a30e17fb4f27ff4ee057d26c78f6', 'status': 'downloaded'}]",dewott,502,83,83,60,436,Water
100,85,95,"https://img.pokemondb.net/artwork/samurott.jpg,https://img.pokemondb.net/artwork/samurott-hisuian.jpg","[{'url': 'https://img.pokemondb.net/artwork/samurott.jpg', 'path': '503_samurott.jpg', 'checksum': '15ad1ea7bf4b3dc9357eb2055b6b340b', 'status': 'downloaded'}, {'url': 'https://img.pokemondb.net/artwork/samurott-hisuian.jpg', 'path': '503_samurott.jpg', 'checksum': 'edd876457670f60aff1dba9da3c9f42c', 'status': 'downloaded'}]",samurott,503,108,108,70,566,"Water,Water"
55,39,45,https://img.pokemondb.net/artwork/patrat.jpg,"[{'url': 'https://img.pokemondb.net/artwork/patrat.jpg', 'path': '504_patrat.jpg', 'checksum': 'b198df6997a641581082b51e960bf29f', 'status': 'downloaded'}]",patrat,504,35,35,42,251,Normal
85,69,60,https://img.pokemondb.net/artwork/watchog.jpg,"[{'url': 'https://img.pokemondb.net/artwork/watchog.jpg', 'path': '505_watchog.jpg', 'checksum': 'e371dd009fceaebee27bdc01adb78047', 'status': 'downloaded'}]",watchog,505,60,60,77,411,Normal
60,45,45,https://img.pokemondb.net/artwork/lillipup.jpg,"[{'url': 'https://img.pokemondb.net/artwork/lillipup.jpg', 'path': '506_lillipup.jpg', 'checksum': '8debdda7555e301e82fce11c3b79f1ba', 'status': 'downloaded'}]",lillipup,506,25,25,55,255,Normal
80,65,65,https://img.pokemondb.net/artwork/herdier.jpg,"[{'url': 'https://img.pokemondb.net/artwork/herdier.jpg', 'path': '507_herdier.jpg', 'checksum': '9a3ca4372a579006c85d16c467326a35', 'status': 'downloaded'}]",herdier,507,35,35,60,340,Normal
110,90,85,https://img.pokemondb.net/artwork/stoutland.jpg,"[{'url': 'https://img.pokemondb.net/artwork/stoutland.jpg', 'path': '508_stoutland.jpg', 'checksum': 'd15b8ca29e55556cea73709df2293c8e', 'status': 'downloaded'}]",stoutland,508,45,45,80,455,Normal
50,37,41,https://img.pokemondb.net/artwork/purrloin.jpg,"[{'url': 'https://img.pokemondb.net/artwork/purrloin.jpg', 'path': '509_purrloin.jpg', 'checksum': '4db4187cb6a0a7b8c4828f0755340938', 'status': 'downloaded'}]",purrloin,509,50,50,66,294,Dark
88,50,64,https://img.pokemondb.net/artwork/liepard.jpg,"[{'url': 'https://img.pokemondb.net/artwork/liepard.jpg', 'path': '510_liepard.jpg', 'checksum': '833effaf64bfa344fe9da626bf6ba11f', 'status': 'downloaded'}]",liepard,510,88,88,106,484,Dark
53,48,50,https://img.pokemondb.net/artwork/pansage.jpg,"[{'url': 'https://img.pokemondb.net/artwork/pansage.jpg', 'path': '511_pansage.jpg', 'checksum': '8eaa5acba44e5d44472b3a956976332d', 'status': 'downloaded'}]",pansage,511,53,53,64,321,Grass
98,63,75,https://img.pokemondb.net/artwork/simisage.jpg,"[{'url': 'https://img.pokemondb.net/artwork/simisage.jpg', 'path': '512_simisage.jpg', 'checksum': '73c0846246ea0dc632543f92ce9e08c5', 'status': 'downloaded'}]",simisage,512,98,98,101,533,Grass
53,48,50,https://img.pokemondb.net/artwork/pansear.jpg,"[{'url': 'https://img.pokemondb.net/artwork/pansear.jpg', 'path': '513_pansear.jpg', 'checksum': '3620981c8445654b049491a6262d2dc8', 'status': 'downloaded'}]",pansear,513,53,53,64,321,Fire
